,Arists,Date,Entry,Peak,Song,Weeks
9246,DNCE,11/7/2015,79,9,Cake By The Ocean,46
8230,DEMI LOVATO,10/31/2015,58,21,Confident,19
8273,RUDIMENTAL featuring ED SHEERAN,10/31/2015,87,48,Lay It All On Me,15
8287,THE GAME featuring DRAKE,10/31/2015,82,82,100,3
8288,JESS GLYNNE,10/31/2015,94,86,Hold My Hand,5
8290,JANA KRAMER,10/31/2015,92,56,I Got The Boy,16
8293,TIM McGRAW,10/31/2015,99,73,Top Of The World,13
8299,LIL DICKY featuring FETTY WAP & RICH HOMIE QUAN,10/31/2015,98,89,$ave Dat Money,5
8335,DEMI LOVATO,10/31/2015,58,21,Confident,19
8349,RUDIMENTAL featuring ED SHEERAN,10/31/2015,87,48,Lay It All On Me,15
8381,JANA KRAMER,10/31/2015,92,56,I Got The Boy,16
8384,TIM McGRAW,10/31/2015,99,73,Top Of The World,13
8429,DEMI LOVATO,10/31/2015,58,21,Confident,19
8470,JANA KRAMER,10/31/2015,92,56,I Got The Boy,16
8474,RUDIMENTAL featuring ED SHEERAN,10/31/2015,87,48,Lay It All On Me,15
8475,TIM McGRAW,10/31/2015,99,73,Top Of The World,13
8539,DEMI LOVATO,10/31/2015,58,21,Confident,19
8558,JANA KRAMER,10/31/2015,92,56,I Got The Boy,16
8592,RUDIMENTAL featuring ED SHEERAN,10/31/2015,87,48,Lay It All On Me,15
8674,DEMI LOVATO,10/31/2015,58,21,Confident,19
8258,SAM HUNT,10/24/2015,90,29,Break Up In A Small Town,20
8261,DEJ LOAF featuring BIG SEAN,10/24/2015,83,47,Back Up,18
8275,NELLY featuring JEREMIH,10/24/2015,94,62,The Fix,19
8279,BROTHERS OSBORNE,10/24/2015,99,46,Stay A Little Longer,20
8280,TWENTY ONE PILOTS,10/24/2015,95,2,Stressed Out,50
8343,SAM HUNT,10/24/2015,90,29,Break Up In A Small Town,20
8354,DEJ LOAF featuring BIG SEAN,10/24/2015,83,47,Back Up,18
8368,TWENTY ONE PILOTS,10/24/2015,95,2,Stressed Out,50
8370,NELLY featuring JEREMIH,10/24/2015,94,62,The Fix,19
8376,BROTHERS OSBORNE,10/24/2015,99,46,Stay A Little Longer,20
8418,TWENTY ONE PILOTS,10/24/2015,95,2,Stressed Out,50
8433,SAM HUNT,10/24/2015,90,29,Break Up In A Small Town,20
8452,DEJ LOAF featuring BIG SEAN,10/24/2015,83,47,Back Up,18
8457,BROTHERS OSBORNE,10/24/2015,99,46,Stay A Little Longer,20
8464,NELLY featuring JEREMIH,10/24/2015,94,62,The Fix,19
8503,TWENTY ONE PILOTS,10/24/2015,95,2,Stressed Out,50
8532,SAM HUNT,10/24/2015,90,29,Break Up In A Small Town,20
8545,BROTHERS OSBORNE,10/24/2015,99,46,Stay A Little Longer,20
8560,DEJ LOAF featuring BIG SEAN,10/24/2015,83,47,Back Up,18
8565,NELLY featuring JEREMIH,10/24/2015,94,62,The Fix,19
8602,TWENTY ONE PILOTS,10/24/2015,95,2,Stressed Out,50
8646,SAM HUNT,10/24/2015,90,29,Break Up In A Small Town,20
8675,BROTHERS OSBORNE,10/24/2015,99,46,Stay A Little Longer,20
8703,TWENTY ONE PILOTS,10/24/2015,95,2,Stressed Out,50
8812,TWENTY ONE PILOTS,10/24/2015,95,2,Stressed Out,50
8914,TWENTY ONE PILOTS,10/24/2015,95,2,Stressed Out,50
9020,TWENTY ONE PILOTS,10/24/2015,95,2,Stressed Out,50
9128,TWENTY ONE PILOTS,10/24/2015,95,2,Stressed Out,50
9233,TWENTY ONE PILOTS,10/24/2015,95,2,Stressed Out,50
9337,TWENTY ONE PILOTS,10/24/2015,95,2,Stressed Out,50
8264,BRYSON TILLER,10/17/2015,84,13,Don't,34
8284,DAYA,10/17/2015,100,23,Hide Away,26
8286,HALSEY,10/17/2015,95,87,New Americana,6
8337,BRYSON TILLER,10/17/2015,84,13,Don't,34
8374,DAYA,10/17/2015,100,23,Hide Away,26
8419,BRYSON TILLER,10/17/2015,84,13,Don't,34
8440,DAYA,10/17/2015,100,23,Hide Away,26
8514,BRYSON TILLER,10/17/2015,84,13,Don't,34
8529,DAYA,10/17/2015,100,23,Hide Away,26
8615,BRYSON TILLER,10/17/2015,84,13,Don't,34
8625,DAYA,10/17/2015,100,23,Hide Away,26
8720,BRYSON TILLER,10/17/2015,84,13,Don't,34
8740,DAYA,10/17/2015,100,23,Hide Away,26
8836,BRYSON TILLER,10/17/2015,84,13,Don't,34
8948,BRYSON TILLER,10/17/2015,84,13,Don't,34
8211,DRAKE & FUTURE,10/10/2015,52,12,Jumpman,32
8218,ELLIE GOULDING,10/10/2015,22,13,On My Mind,22
8235,THOMAS RHETT,10/10/2015,92,21,Die A Happy Man,30
8256,DRAKE & FUTURE,10/10/2015,75,52,Big Rings,20
8265,DRAKE & FUTURE,10/10/2015,70,53,Diamonds Dancing,8
8268,FETTY WAP,10/10/2015,61,57,RGF Island,10
8276,DRAKE & FUTURE,10/10/2015,81,62,Digital Dash,7
8281,DRAKE & FUTURE,10/10/2015,86,69,Scholarships,7
8282,MAJOR LAZER featuring ELLIE GOULDING & TARRUS RILEY,10/10/2015,95,83,Powerful,6
8292,DRAKE & FUTURE,10/10/2015,85,74,Live From The Gutter,5
8295,DRAKE & FUTURE,10/10/2015,89,76,I'm The Plug,5
8314,ELLIE GOULDING,10/10/2015,22,13,On My Mind,22
8315,DRAKE & FUTURE,10/10/2015,52,12,Jumpman,32
8324,THOMAS RHETT,10/10/2015,92,21,Die A Happy Man,30
8375,DRAKE & FUTURE,10/10/2015,75,52,Big Rings,20
8394,FETTY WAP,10/10/2015,61,57,RGF Island,10
8412,DRAKE & FUTURE,10/10/2015,52,12,Jumpman,32
8413,ELLIE GOULDING,10/10/2015,22,13,On My Mind,22
8420,THOMAS RHETT,10/10/2015,92,21,Die A Happy Man,30
8469,DRAKE & FUTURE,10/10/2015,75,52,Big Rings,20
8513,DRAKE & FUTURE,10/10/2015,52,12,Jumpman,32
8524,THOMAS RHETT,10/10/2015,92,21,Die A Happy Man,30
8526,ELLIE GOULDING,10/10/2015,22,13,On My Mind,22
8562,DRAKE & FUTURE,10/10/2015,75,52,Big Rings,20
8622,DRAKE & FUTURE,10/10/2015,52,12,Jumpman,32
8634,THOMAS RHETT,10/10/2015,92,21,Die A Happy Man,30
8647,ELLIE GOULDING,10/10/2015,22,13,On My Mind,22
8723,DRAKE & FUTURE,10/10/2015,52,12,Jumpman,32
8742,THOMAS RHETT,10/10/2015,92,21,Die A Happy Man,30
8833,DRAKE & FUTURE,10/10/2015,52,12,Jumpman,32
8142,SELENA GOMEZ,10/3/2015,43,5,Same Old Love,28
8165,DRAKE,10/3/2015,66,58,Right Hand,19
8184,TY DOLLA $IGN featuring FUTURE & RAE SREMMURD,10/3/2015,85,63,Blase,18
8185,BLAKE SHELTON,10/3/2015,86,54,Gonna,18
8186,LIL WAYNE & CHARLIE PUTH,10/3/2015,87,86,Nothing But Troubles (Instagram Models),7
8187,JESS GLYNNE,10/3/2015,88,88,Hold My Hand,1
8191,KYGO featuring CONRAD,10/3/2015,92,92,Firestone,1
8196,DAYA,10/3/2015,97,97,Hide Away,1
8198,ANDREW McMAHON IN THE WILDERNESS,10/3/2015,99,99,Cecilia And The Satellite,1
8199,RAE SREMMURD,10/3/2015,100,56,Come Get Her,19
8215,SELENA GOMEZ,10/3/2015,43,5,Same Old Love,28
8257,RAE SREMMURD,10/3/2015,100,56,Come Get Her,19
8267,DRAKE,10/3/2015,66,58,Right Hand,19
8269,TY DOLLA $IGN featuring FUTURE & RAE SREMMURD,10/3/2015,85,63,Blase,18
8274,BLAKE SHELTON,10/3/2015,86,54,Gonna,18
8285,LIL WAYNE & CHARLIE PUTH,10/3/2015,87,86,Nothing But Troubles (Instagram Models),7
8312,SELENA GOMEZ,10/3/2015,43,5,Same Old Love,28
8360,BLAKE SHELTON,10/3/2015,86,54,Gonna,18
8362,TY DOLLA $IGN featuring FUTURE & RAE SREMMURD,10/3/2015,85,63,Blase,18
8364,RAE SREMMURD,10/3/2015,100,56,Come Get Her,19
8390,DRAKE,10/3/2015,66,58,Right Hand,19
8405,SELENA GOMEZ,10/3/2015,43,5,Same Old Love,28
8462,BLAKE SHELTON,10/3/2015,86,54,Gonna,18
8482,TY DOLLA $IGN featuring FUTURE & RAE SREMMURD,10/3/2015,85,63,Blase,18
8483,RAE SREMMURD,10/3/2015,100,56,Come Get Her,19
8493,DRAKE,10/3/2015,66,58,Right Hand,19
8506,SELENA GOMEZ,10/3/2015,43,5,Same Old Love,28
8593,DRAKE,10/3/2015,66,58,Right Hand,19
8596,RAE SREMMURD,10/3/2015,100,56,Come Get Her,19
8616,SELENA GOMEZ,10/3/2015,43,5,Same Old Love,28
8744,SELENA GOMEZ,10/3/2015,43,5,Same Old Love,28
8170,POST MALONE,9/26/2015,84,14,White Iverson,30
8172,TRAVI$ SCOTT,9/26/2015,75,16,Antidote,26
8177,CHRIS BROWN,9/26/2015,87,60,Liquor,14
8182,TREY SONGZ,9/26/2015,90,83,About You,2
8193,J BALVIN,9/26/2015,98,84,Ginza,10
8234,TRAVI$ SCOTT,9/26/2015,75,16,Antidote,26
8243,POST MALONE,9/26/2015,84,14,White Iverson,30
8259,CHRIS BROWN,9/26/2015,87,60,Liquor,14
8283,J BALVIN,9/26/2015,98,84,Ginza,10
8322,TRAVI$ SCOTT,9/26/2015,75,16,Antidote,26
8327,POST MALONE,9/26/2015,84,14,White Iverson,30
8378,CHRIS BROWN,9/26/2015,87,60,Liquor,14
8415,TRAVI$ SCOTT,9/26/2015,75,16,Antidote,26
8421,POST MALONE,9/26/2015,84,14,White Iverson,30
8516,POST MALONE,9/26/2015,84,14,White Iverson,30
8518,TRAVI$ SCOTT,9/26/2015,75,16,Antidote,26
8635,TRAVI$ SCOTT,9/26/2015,75,16,Antidote,26
8638,POST MALONE,9/26/2015,84,14,White Iverson,30
8748,POST MALONE,9/26/2015,84,14,White Iverson,30
8101,JUSTIN BIEBER,9/19/2015,1,1,What Do You Mean?,31
8112,TAYLOR SWIFT,9/19/2015,15,5,Wildest Dreams,26
8176,THE WEEKND,9/19/2015,60,60,Acquainted,3
8178,THE WEEKND,9/19/2015,54,54,Tell Your Friends,3
8194,HALSEY,9/19/2015,97,95,New Americana,3
8195,THE WEEKND featuring LANA DEL REY,9/19/2015,47,47,Prisoner,3
8197,THE WEEKND featuring ED SHEERAN,9/19/2015,93,91,Dark Times,3
8202,JUSTIN BIEBER,9/19/2015,1,1,What Do You Mean?,31
8204,TAYLOR SWIFT,9/19/2015,15,5,Wildest Dreams,26
8304,JUSTIN BIEBER,9/19/2015,1,1,What Do You Mean?,31
8308,TAYLOR SWIFT,9/19/2015,15,5,Wildest Dreams,26
8404,JUSTIN BIEBER,9/19/2015,1,1,What Do You Mean?,31
8422,TAYLOR SWIFT,9/19/2015,15,5,Wildest Dreams,26
8509,JUSTIN BIEBER,9/19/2015,1,1,What Do You Mean?,31
8533,TAYLOR SWIFT,9/19/2015,15,5,Wildest Dreams,26
8624,JUSTIN BIEBER,9/19/2015,1,1,What Do You Mean?,31
8645,TAYLOR SWIFT,9/19/2015,15,5,Wildest Dreams,26
8735,JUSTIN BIEBER,9/19/2015,1,1,What Do You Mean?,31
8115,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",9/12/2015,94,12,Downtown,20
8155,NICK JONAS,9/12/2015,87,44,Levels,12
8164,CARRIE UNDERWOOD,9/12/2015,43,43,Smoke Break,17
8169,J. COLE,9/12/2015,91,36,No Role Modelz,24
8212,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",9/12/2015,94,12,Downtown,20
8247,NICK JONAS,9/12/2015,87,44,Levels,12
8252,J. COLE,9/12/2015,91,36,No Role Modelz,24
8255,CARRIE UNDERWOOD,9/12/2015,43,43,Smoke Break,17
8351,J. COLE,9/12/2015,91,36,No Role Modelz,24
8355,CARRIE UNDERWOOD,9/12/2015,43,43,Smoke Break,17
8356,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",9/12/2015,94,12,Downtown,20
8435,J. COLE,9/12/2015,91,36,No Role Modelz,24
8488,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",9/12/2015,94,12,Downtown,20
8496,CARRIE UNDERWOOD,9/12/2015,43,43,Smoke Break,17
8540,J. COLE,9/12/2015,91,36,No Role Modelz,24
8037,N.W.A.,9/5/2015,38,38,Straight Outta Compton,2
8040,ILOVEMEMPHIS,9/5/2015,41,15,Hit The Quan,20
8049,EAZY-E,9/5/2015,50,50,Boyz-N-The Hood,2
8085,NELLY featuring JEREMIH,9/5/2015,86,86,The Fix,1
8099,5 SECONDS OF SUMMER,9/5/2015,100,100,Fly Away,1
8120,ILOVEMEMPHIS,9/5/2015,41,15,Hit The Quan,20
8220,ILOVEMEMPHIS,9/5/2015,41,15,Hit The Quan,20
8326,ILOVEMEMPHIS,9/5/2015,41,15,Hit The Quan,20
8451,ILOVEMEMPHIS,9/5/2015,41,15,Hit The Quan,20
8039,FETTY WAP,8/29/2015,33,33,Again,26
8061,LUKE BRYAN,8/29/2015,63,30,Strip It Down,19
8064,LANA DEL REY,8/29/2015,51,51,High By The Beach,3
8067,LITTLE MIX,8/29/2015,99,67,Black Magic,8
8073,HAILEE STEINFELD,8/29/2015,96,30,Love Myself,16
8094,DAN + SHAY,8/29/2015,97,51,Nothin' Like You,19
8096,CHASE RICE,8/29/2015,98,67,Gonna Wanna Tonight,12
8129,HAILEE STEINFELD,8/29/2015,96,30,Love Myself,16
8139,LUKE BRYAN,8/29/2015,63,30,Strip It Down,19
8149,FETTY WAP,8/29/2015,33,33,Again,26
8167,LITTLE MIX,8/29/2015,99,67,Black Magic,8
8174,DAN + SHAY,8/29/2015,97,51,Nothin' Like You,19
8175,CHASE RICE,8/29/2015,98,67,Gonna Wanna Tonight,12
8231,LUKE BRYAN,8/29/2015,63,30,Strip It Down,19
8237,HAILEE STEINFELD,8/29/2015,96,30,Love Myself,16
8240,FETTY WAP,8/29/2015,33,33,Again,26
8263,DAN + SHAY,8/29/2015,97,51,Nothin' Like You,19
8272,CHASE RICE,8/29/2015,98,67,Gonna Wanna Tonight,12
8344,FETTY WAP,8/29/2015,33,33,Again,26
8359,DAN + SHAY,8/29/2015,97,51,Nothin' Like You,19
8369,LUKE BRYAN,8/29/2015,63,30,Strip It Down,19
8383,HAILEE STEINFELD,8/29/2015,96,30,Love Myself,16
8444,FETTY WAP,8/29/2015,33,33,Again,26
8484,DAN + SHAY,8/29/2015,97,51,Nothin' Like You,19
8487,LUKE BRYAN,8/29/2015,63,30,Strip It Down,19
8542,FETTY WAP,8/29/2015,33,33,Again,26
8030,ONE DIRECTION,8/22/2015,3,3,Drag Me Down,20
8033,DRAKE,8/22/2015,66,2,Hotline Bling,36
8034,DRAKE,8/22/2015,21,21,Back To Back,20
8059,"DOVE CAMERON, CAMERON BOYCE, BOOBOO STEWART & SOFIA CARSON",8/22/2015,38,38,Rotten To The Core,6
8070,K CAMP,8/22/2015,91,54,Comfortable,15
8078,ALESSIA CARA,8/22/2015,95,5,Here,34
8082,DISCLOSURE featuring SAM SMITH,8/22/2015,64,64,Omen,6
8089,COLE SWINDELL,8/22/2015,94,59,Let Me See Ya Girl,18
8097,THE GAME featuring DRAKE,8/22/2015,90,90,100,7
8108,DRAKE,8/22/2015,66,2,Hotline Bling,36
8123,ONE DIRECTION,8/22/2015,3,3,Drag Me Down,20
8132,DRAKE,8/22/2015,21,21,Back To Back,20
8154,ALESSIA CARA,8/22/2015,95,5,Here,34
8157,K CAMP,8/22/2015,91,54,Comfortable,15
8173,COLE SWINDELL,8/22/2015,94,59,Let Me See Ya Girl,18
8189,THE GAME featuring DRAKE,8/22/2015,90,90,100,7
8201,DRAKE,8/22/2015,66,2,Hotline Bling,36
8219,ALESSIA CARA,8/22/2015,95,5,Here,34
8223,ONE DIRECTION,8/22/2015,3,3,Drag Me Down,20
8239,DRAKE,8/22/2015,21,21,Back To Back,20
8260,COLE SWINDELL,8/22/2015,94,59,Let Me See Ya Girl,18
8262,K CAMP,8/22/2015,91,54,Comfortable,15
8302,DRAKE,8/22/2015,66,2,Hotline Bling,36
8309,ALESSIA CARA,8/22/2015,95,5,Here,34
8339,ONE DIRECTION,8/22/2015,3,3,Drag Me Down,20
8367,DRAKE,8/22/2015,21,21,Back To Back,20
8379,COLE SWINDELL,8/22/2015,94,59,Let Me See Ya Girl,18
8402,DRAKE,8/22/2015,66,2,Hotline Bling,36
8407,ALESSIA CARA,8/22/2015,95,5,Here,34
8449,ONE DIRECTION,8/22/2015,3,3,Drag Me Down,20
8473,DRAKE,8/22/2015,21,21,Back To Back,20
8504,ALESSIA CARA,8/22/2015,95,5,Here,34
8508,DRAKE,8/22/2015,66,2,Hotline Bling,36
8618,DRAKE,8/22/2015,66,2,Hotline Bling,36
8620,ALESSIA CARA,8/22/2015,95,5,Here,34
8727,DRAKE,8/22/2015,66,2,Hotline Bling,36
8738,ALESSIA CARA,8/22/2015,95,5,Here,34
8072,JASON DERULO,8/15/2015,90,66,Cheyenne,7
8015,R. CITY featuring ADAM LEVINE,8/8/2015,85,6,Locked Away,27
8041,5 SECONDS OF SUMMER,8/8/2015,22,22,She's Kinda Hot,9
8060,CALVIN HARRIS & DISCIPLES,8/8/2015,60,27,How Deep Is Your Love,20
8068,KENNY CHESNEY,8/8/2015,99,54,Save It For A Rainy Day,17
8077,FLORIDA GEORGIA LINE,8/8/2015,98,55,Anything Goes,17
8084,FUTURE featuring DRAKE,8/8/2015,68,28,Where Ya At,25
8105,R. CITY featuring ADAM LEVINE,8/8/2015,85,6,Locked Away,27
8145,CALVIN HARRIS & DISCIPLES,8/8/2015,60,27,How Deep Is Your Love,20
8146,FUTURE featuring DRAKE,8/8/2015,68,28,Where Ya At,25
8153,KENNY CHESNEY,8/8/2015,99,54,Save It For A Rainy Day,17
8162,FLORIDA GEORGIA LINE,8/8/2015,98,55,Anything Goes,17
8181,5 SECONDS OF SUMMER,8/8/2015,22,22,She's Kinda Hot,9
8207,R. CITY featuring ADAM LEVINE,8/8/2015,85,6,Locked Away,27
8227,FUTURE featuring DRAKE,8/8/2015,68,28,Where Ya At,25
8228,CALVIN HARRIS & DISCIPLES,8/8/2015,60,27,How Deep Is Your Love,20
8254,FLORIDA GEORGIA LINE,8/8/2015,98,55,Anything Goes,17
8270,KENNY CHESNEY,8/8/2015,99,54,Save It For A Rainy Day,17
8319,R. CITY featuring ADAM LEVINE,8/8/2015,85,6,Locked Away,27
8334,FUTURE featuring DRAKE,8/8/2015,68,28,Where Ya At,25
8347,CALVIN HARRIS & DISCIPLES,8/8/2015,60,27,How Deep Is Your Love,20
8434,FUTURE featuring DRAKE,8/8/2015,68,28,Where Ya At,25
8436,R. CITY featuring ADAM LEVINE,8/8/2015,85,6,Locked Away,27
8547,R. CITY featuring ADAM LEVINE,8/8/2015,85,6,Locked Away,27
7979,EMINEM featuring GWEN STEFANI,8/1/2015,80,80,Kings Never Die,1
7986,FETTY WAP featuring MONTY,8/1/2015,87,7,My Way,21
7989,TORI KELLY,8/1/2015,90,51,Should've Been Us,10
7991,MADDIE & TAE,8/1/2015,92,61,Fly,14
7993,CAM,8/1/2015,94,29,Burning House,25
7999,BIG SEAN featuring KANYE WEST & JOHN LEGEND,8/1/2015,100,82,One Man Can Change The World,9
8010,FETTY WAP featuring MONTY,8/1/2015,87,7,My Way,21
8063,TORI KELLY,8/1/2015,90,51,Should've Been Us,10
8069,CAM,8/1/2015,94,29,Burning House,25
8074,MADDIE & TAE,8/1/2015,92,61,Fly,14
8091,BIG SEAN featuring KANYE WEST & JOHN LEGEND,8/1/2015,100,82,One Man Can Change The World,9
8114,FETTY WAP featuring MONTY,8/1/2015,87,7,My Way,21
8159,CAM,8/1/2015,94,29,Burning House,25
8160,MADDIE & TAE,8/1/2015,92,61,Fly,14
8190,TORI KELLY,8/1/2015,90,51,Should've Been Us,10
8225,FETTY WAP featuring MONTY,8/1/2015,87,7,My Way,21
8250,CAM,8/1/2015,94,29,Burning House,25
8338,FETTY WAP featuring MONTY,8/1/2015,87,7,My Way,21
8357,CAM,8/1/2015,94,29,Burning House,25
8428,CAM,8/1/2015,94,29,Burning House,25
7970,MEGHAN TRAINOR featuring JOHN LEGEND,7/25/2015,95,8,Like I'm Gonna Lose You,39
7988,OLD DOMINION,7/25/2015,99,44,Break Up With Him,20
7990,ELLE KING,7/25/2015,96,10,Ex's & Oh's,38
7995,MEEK MILL,7/25/2015,88,88,Lord Knows,2
7996,CHRIS YOUNG,7/25/2015,100,33,I'm Comin' Over,22
7997,MEEK MILL featuring FUTURE,7/25/2015,91,91,Jump Out The Face,2
8056,MEGHAN TRAINOR featuring JOHN LEGEND,7/25/2015,95,8,Like I'm Gonna Lose You,39
8066,ELLE KING,7/25/2015,96,10,Ex's & Oh's,38
8080,OLD DOMINION,7/25/2015,99,44,Break Up With Him,20
8083,CHRIS YOUNG,7/25/2015,100,33,I'm Comin' Over,22
8133,ELLE KING,7/25/2015,96,10,Ex's & Oh's,38
8144,MEGHAN TRAINOR featuring JOHN LEGEND,7/25/2015,95,8,Like I'm Gonna Lose You,39
8161,OLD DOMINION,7/25/2015,99,44,Break Up With Him,20
8168,CHRIS YOUNG,7/25/2015,100,33,I'm Comin' Over,22
8214,ELLE KING,7/25/2015,96,10,Ex's & Oh's,38
8217,MEGHAN TRAINOR featuring JOHN LEGEND,7/25/2015,95,8,Like I'm Gonna Lose You,39
8246,OLD DOMINION,7/25/2015,99,44,Break Up With Him,20
8251,CHRIS YOUNG,7/25/2015,100,33,I'm Comin' Over,22
8310,MEGHAN TRAINOR featuring JOHN LEGEND,7/25/2015,95,8,Like I'm Gonna Lose You,39
8311,ELLE KING,7/25/2015,96,10,Ex's & Oh's,38
8332,CHRIS YOUNG,7/25/2015,100,33,I'm Comin' Over,22
8363,OLD DOMINION,7/25/2015,99,44,Break Up With Him,20
8409,MEGHAN TRAINOR featuring JOHN LEGEND,7/25/2015,95,8,Like I'm Gonna Lose You,39
8416,ELLE KING,7/25/2015,96,10,Ex's & Oh's,38
8510,MEGHAN TRAINOR featuring JOHN LEGEND,7/25/2015,95,8,Like I'm Gonna Lose You,39
8528,ELLE KING,7/25/2015,96,10,Ex's & Oh's,38
8628,MEGHAN TRAINOR featuring JOHN LEGEND,7/25/2015,95,8,Like I'm Gonna Lose You,39
8632,ELLE KING,7/25/2015,96,10,Ex's & Oh's,38
8745,MEGHAN TRAINOR featuring JOHN LEGEND,7/25/2015,95,8,Like I'm Gonna Lose You,39
8747,ELLE KING,7/25/2015,96,10,Ex's & Oh's,38
7917,FETTY WAP featuring REMY BOYZ,7/18/2015,34,4,679,40
7930,DEMI LOVATO,7/18/2015,36,11,Cool For The Summer,20
7944,MEEK MILL featuring DRAKE,7/18/2015,57,40,R.I.C.O.,13
7980,PIA MIA featuring CHRIS BROWN & TYGA,7/18/2015,86,71,Do It Again,11
7987,KENDRICK LAMAR,7/18/2015,82,81,Alright,13
8007,FETTY WAP featuring REMY BOYZ,7/18/2015,34,4,679,40
8016,DEMI LOVATO,7/18/2015,36,11,Cool For The Summer,20
8079,MEEK MILL featuring DRAKE,7/18/2015,57,40,R.I.C.O.,13
8086,PIA MIA featuring CHRIS BROWN & TYGA,7/18/2015,86,71,Do It Again,11
8093,KENDRICK LAMAR,7/18/2015,82,81,Alright,13
8106,FETTY WAP featuring REMY BOYZ,7/18/2015,34,4,679,40
8113,DEMI LOVATO,7/18/2015,36,11,Cool For The Summer,20
8180,KENDRICK LAMAR,7/18/2015,82,81,Alright,13
8183,MEEK MILL featuring DRAKE,7/18/2015,57,40,R.I.C.O.,13
8205,FETTY WAP featuring REMY BOYZ,7/18/2015,34,4,679,40
8241,DEMI LOVATO,7/18/2015,36,11,Cool For The Summer,20
8307,FETTY WAP featuring REMY BOYZ,7/18/2015,34,4,679,40
8410,FETTY WAP featuring REMY BOYZ,7/18/2015,34,4,679,40
8519,FETTY WAP featuring REMY BOYZ,7/18/2015,34,4,679,40
8633,FETTY WAP featuring REMY BOYZ,7/18/2015,34,4,679,40
8739,FETTY WAP featuring REMY BOYZ,7/18/2015,34,4,679,40
7915,SELENA GOMEZ featuring A$AP ROCKY,7/11/2015,9,5,Good For You,26
7927,MEEK MILL featuring CHRIS BROWN & NICKI MINAJ,7/11/2015,81,21,All Eyes On You,20
7960,FLO RIDA featuring ROBIN THICKE & VERDINE WHITE,7/11/2015,74,43,"I Don't Like It, I Love It",14
7978,JAKE OWEN,7/11/2015,96,74,Real Life,13
7983,JANELLE MONAE & JIDENNA,7/11/2015,93,79,Yoga,6
8005,SELENA GOMEZ featuring A$AP ROCKY,7/11/2015,9,5,Good For You,26
8042,FLO RIDA featuring ROBIN THICKE & VERDINE WHITE,7/11/2015,74,43,"I Don't Like It, I Love It",14
8046,MEEK MILL featuring CHRIS BROWN & NICKI MINAJ,7/11/2015,81,21,All Eyes On You,20
8087,JAKE OWEN,7/11/2015,96,74,Real Life,13
8104,SELENA GOMEZ featuring A$AP ROCKY,7/11/2015,9,5,Good For You,26
8125,MEEK MILL featuring CHRIS BROWN & NICKI MINAJ,7/11/2015,81,21,All Eyes On You,20
8163,FLO RIDA featuring ROBIN THICKE & VERDINE WHITE,7/11/2015,74,43,"I Don't Like It, I Love It",14
8188,JAKE OWEN,7/11/2015,96,74,Real Life,13
8213,SELENA GOMEZ featuring A$AP ROCKY,7/11/2015,9,5,Good For You,26
8242,MEEK MILL featuring CHRIS BROWN & NICKI MINAJ,7/11/2015,81,21,All Eyes On You,20
8331,SELENA GOMEZ featuring A$AP ROCKY,7/11/2015,9,5,Good For You,26
8442,SELENA GOMEZ featuring A$AP ROCKY,7/11/2015,9,5,Good For You,26
7872,ADAM LAMBERT,7/4/2015,73,64,Ghost Town,17
7883,MADONNA featuring NICKI MINAJ,7/4/2015,84,84,Bitch I'm Madonna,2
7886,CHARLIE PUTH featuring MEGHAN TRAINOR,7/4/2015,87,21,Marvin Gaye,20
7888,ZEDD featuring JON BELLION,7/4/2015,89,64,Beautiful Now,13
7892,HILARY DUFF,7/4/2015,93,93,Sparks,1
7894,MIGUEL,7/4/2015,95,95,Coffee,1
7897,CHEDDA DA CONNECT,7/4/2015,98,98,Flicka Da Wrist,1
7899,SAGE THE GEMINI featuring NICK JONAS,7/4/2015,100,75,Good Thing,8
7954,CHARLIE PUTH featuring MEGHAN TRAINOR,7/4/2015,87,21,Marvin Gaye,20
7973,ADAM LAMBERT,7/4/2015,73,64,Ghost Town,17
7977,SAGE THE GEMINI featuring NICK JONAS,7/4/2015,100,75,Good Thing,8
7982,ZEDD featuring JON BELLION,7/4/2015,89,64,Beautiful Now,13
8024,CHARLIE PUTH featuring MEGHAN TRAINOR,7/4/2015,87,21,Marvin Gaye,20
8065,ZEDD featuring JON BELLION,7/4/2015,89,64,Beautiful Now,13
8076,ADAM LAMBERT,7/4/2015,73,64,Ghost Town,17
8121,CHARLIE PUTH featuring MEGHAN TRAINOR,7/4/2015,87,21,Marvin Gaye,20
8166,ADAM LAMBERT,7/4/2015,73,64,Ghost Town,17
8253,CHARLIE PUTH featuring MEGHAN TRAINOR,7/4/2015,87,21,Marvin Gaye,20
7811,THE WEEKND,6/27/2015,24,1,Can't Feel My Face,41
7884,KEITH URBAN,6/27/2015,86,40,"John Cougar, John Deere, John 3:16",20
7889,RAE SREMMURD,6/27/2015,94,49,This Could Be Us,20
7891,BRETT ELDREDGE,6/27/2015,97,48,Lose My Mind,20
7896,TWENTY ONE PILOTS,6/27/2015,100,95,Tear In My Heart,7
